Timestamp (s),CPU (%),RAM (%),Swap (%),0:GPU (%),0:Mem (%),0:Temp (C),1:GPU (%),1:Mem (%),1:Temp (C)
1670260839.506,6.6,8.2,0.0,97,24,65,95,25,60
1670260840.175,6.6,8.2,0.0,5,1,66,34,4,61
1670260844.512,6.6,8.2,0.0,32,8,65,60,17,60
1670260845.179,6.5,8.2,0.0,95,25,67,67,18,61
1670260849.517,6.6,8.2,0.0,69,18,66,40,13,61
1670260850.183,6.6,8.2,0.0,52,15,65,79,23,60
1670260854.520,6.5,8.2,0.0,76,22,65,99,27,60
1670260855.187,6.5,8.2,0.0,51,15,67,96,23,61
1670260859.525,6.5,8.2,0.0,28,11,66,4,2,61
1670260860.199,6.5,8.2,0.0,100,27,65,31,8,60
1670260864.529,6.7,8.2,0.0,100,28,65,93,23,60
1670260865.202,6.7,8.2,0.0,15,6,66,15,2,61
1670260869.534,6.6,8.2,0.0,100,28,65,34,9,60
1670260870.206,6.6,8.2,0.0,51,13,65,61,18,60
1670260874.537,6.5,8.2,0.0,21,5,66,7,3,61
1670260875.221,6.5,8.2,0.0,94,24,65,99,26,60
1670260879.542,6.6,8.2,0.0,88,23,66,93,22,61
1670260880.229,6.6,8.2,0.0,95,26,65,76,23,60
1670260884.548,6.5,8.2,0.0,7,1,65,33,9,60
1670260885.233,6.5,8.2,0.0,100,26,65,65,19,60
1670260889.553,6.5,8.2,0.0,22,10,67,75,19,61
1670260890.237,6.5,8.2,0.0,100,28,65,46,13,60
1670260894.558,6.7,8.2,0.0,99,25,65,66,4,60
1670260895.240,6.7,8.2,0.0,4,2,66,57,16,61
1670260899.562,6.6,8.2,0.0,100,22,65,95,23,61
1670260900.245,6.6,8.2,0.0,93,25,66,100,27,61
1670260904.573,6.5,8.2,0.0,100,27,65,93,24,60
1670260905.251,6.6,8.2,0.0,86,21,65,27,7,60
1670260909.577,6.6,8.2,0.0,100,28,65,93,25,60
1670260910.255,6.6,8.2,0.0,10,4,66,32,5,61
1670260914.581,6.5,8.2,0.0,27,10,66,46,13,61
1670260915.259,6.4,8.2,0.0,99,26,65,66,12,60
1670260919.585,6.5,8.2,0.0,76,23,66,100,25,60
1670260920.265,6.5,8.2,0.0,48,7,65,90,26,60
1670260924.589,6.7,8.2,0.0,97,24,67,84,22,62
1670260925.270,6.7,8.2,0.0,8,3,66,46,5,61
1670260929.597,6.6,8.2,0.0,86,25,65,100,27,60
1670260930.275,6.6,8.2,0.0,29,11,66,9,3,61
1670260934.613,6.5,8.2,0.0,64,10,65,99,27,60
1670260935.279,6.6,8.2,0.0,68,21,66,22,9,60
1670260939.623,6.6,8.2,0.0,52,15,65,57,8,60
1670260940.283,6.6,8.2,0.0,97,27,65,95,16,60
1670260944.631,6.5,8.2,0.0,99,27,65,90,26,60
1670260945.287,6.5,8.2,0.0,19,8,66,25,10,60
1670260949.636,6.5,8.2,0.0,61,18,65,72,14,59
1670260950.291,6.5,8.2,0.0,66,17,66,60,18,61
1670260954.642,6.7,8.2,0.0,10,5,66,30,7,61
1670260955.295,6.7,8.2,0.0,42,14,67,94,25,61
1670260959.649,7.0,8.2,0.0,28,7,67,18,8,61
1670260960.299,7.0,8.2,0.0,84,22,66,100,26,60
1670260964.653,6.5,8.2,0.0,93,22,66,96,19,60
1670260965.305,6.5,8.2,0.0,100,27,65,62,18,60
1670260969.658,6.6,8.2,0.0,88,26,65,38,3,60
1670260970.310,6.6,8.2,0.0,39,13,66,81,20,60
1670260974.665,6.5,8.2,0.0,41,3,66,19,9,61
1670260975.314,6.5,8.2,0.0,90,26,66,98,24,61
1670260979.670,6.5,8.2,0.0,23,10,66,61,16,60
1670260980.333,6.5,8.2,0.0,100,28,65,59,17,60
1670260984.674,6.7,8.2,0.0,92,28,66,29,11,61
1670260985.337,6.7,8.2,0.0,54,6,65,3,0,59
1670260989.678,6.6,8.2,0.0,100,28,65,93,24,60
1670260990.341,6.6,8.2,0.0,24,10,66,34,9,61
1670260994.683,6.5,8.2,0.0,51,14,65,98,27,59
1670260995.345,6.5,8.2,0.0,84,25,67,27,11,60
1670260999.690,6.7,8.2,0.0,93,23,65,100,27,60
1670261000.349,6.6,8.2,0.0,98,27,66,93,25,60
1670261004.694,6.5,8.2,0.0,88,26,66,48,14,60
1670261005.353,6.5,8.2,0.0,42,14,67,99,26,61
1670261009.698,6.5,8.2,0.0,100,24,66,54,15,61
1670261010.357,6.5,8.2,0.0,12,5,66,72,22,60
1670261014.702,6.6,8.2,0.0,95,23,65,95,23,60
1670261015.364,6.7,8.2,0.0,16,2,66,20,4,61
1670261019.707,6.6,8.2,0.0,27,2,65,76,23,59
1670261020.368,6.6,8.2,0.0,95,24,66,50,15,61
1670261024.712,6.6,8.2,0.0,35,12,66,7,1,61
1670261025.372,6.6,8.2,0.0,89,26,66,98,25,60
1670261029.721,6.6,8.2,0.0,41,15,67,73,18,61
1670261030.377,6.6,8.2,0.0,99,27,65,53,12,60
1670261034.724,6.5,8.2,0.0,95,24,65,97,27,60
1670261035.381,6.5,8.2,0.0,21,2,66,28,11,61
1670261039.727,6.5,8.2,0.0,78,24,65,29,7,59
1670261040.385,6.5,8.2,0.0,53,17,67,88,23,61
1670261044.730,6.7,8.2,0.0,15,7,66,60,16,60
1670261045.389,6.6,8.2,0.0,100,28,65,63,18,60
1670261049.734,6.6,8.2,0.0,95,23,65,94,27,60
1670261050.393,6.6,8.2,0.0,12,1,66,60,17,61
1670261054.738,6.6,8.2,0.0,10,1,66,44,14,61
1670261055.402,6.6,8.2,0.0,29,6,66,26,10,60
1670261059.745,6.5,8.2,0.0,28,9,64,20,7,58
1670261060.409,6.5,8.2,0.0,30,10,63,30,10,58
1670261064.750,6.5,8.2,0.0,28,10,64,28,10,58
1670261065.413,6.5,8.2,0.0,14,4,65,28,10,59
1670261069.754,6.5,8.2,0.0,5,1,64,7,2,58
1670261070.426,6.5,8.2,0.0,16,6,64,16,6,58
1670261074.758,6.7,8.1,0.0,17,0,62,18,0,57
1670261075.433,6.7,8.1,0.0,17,0,62,14,0,57
1670261079.761,3.5,8.3,0.0,0,0,61,0,0,56
1670261080.437,3.0,8.3,0.0,0,0,61,0,0,56
1670261084.765,4.9,8.5,0.0,5,1,61,53,13,56
1670261085.441,5.4,8.5,0.0,10,3,60,11,3,56
1670261089.768,6.6,8.5,0.0,11,3,60,9,2,55
1670261090.445,6.6,8.5,0.0,11,3,60,11,3,55
1670261094.773,6.4,8.5,0.0,11,3,60,11,3,55
1670261095.449,6.5,8.5,0.0,11,3,60,8,2,55
1670261099.783,6.5,8.5,0.0,11,3,59,9,2,54
1670261100.453,6.4,8.5,0.0,11,3,59,11,3,55
1670261104.786,6.7,8.5,0.0,12,3,58,8,2,54
1670261105.457,6.7,8.5,0.0,12,3,58,11,3,54
1670261109.792,6.6,8.5,0.0,11,3,58,11,3,53
1670261110.462,6.6,8.5,0.0,7,2,58,11,3,53
1670261114.795,6.5,8.5,0.0,10,2,58,11,3,53
1670261115.466,6.5,8.5,0.0,11,3,58,11,3,53
1670261119.803,6.6,8.5,0.0,11,3,58,11,3,53
1670261120.470,6.6,8.5,0.0,11,3,57,5,1,53
1670261124.809,6.5,8.5,0.0,11,3,57,11,3,53
1670261125.474,6.4,8.5,0.0,11,3,57,11,3,52
1670261129.816,6.5,8.5,0.0,11,3,56,10,2,52
1670261130.479,6.5,8.5,0.0,11,3,56,11,3,52
1670261134.828,6.5,8.5,0.0,2,0,57,0,0,51
1670261135.483,6.1,8.5,0.0,0,0,56,0,0,51
1670261139.832,3.2,8.5,0.0,0,0,55,0,0,50
1670261140.487,3.4,8.5,0.0,0,0,55,0,0,50
1670261144.836,6.1,8.5,0.0,0,0,55,0,0,50
1670261145.491,6.4,8.5,0.0,0,0,55,0,0,50
1670261149.840,6.5,8.6,0.0,0,0,54,0,0,49
1670261150.495,6.0,8.6,0.0,0,0,54,0,0,49
1670261154.847,7.3,8.9,0.0,0,0,53,0,0,49
1670261155.498,7.9,9.0,0.0,0,0,53,0,0,49
1670261159.851,8.5,9.0,0.0,0,0,53,0,0,48
1670261160.504,8.5,9.0,0.0,0,0,53,0,0,48
1670261164.855,8.7,9.0,0.0,0,0,52,0,0,48
1670261165.511,8.7,9.0,0.0,0,0,52,0,0,48
1670261169.858,8.7,9.0,0.0,0,0,52,0,0,47
1670261170.520,8.7,9.0,0.0,0,0,52,0,0,47
1670261174.869,8.6,9.0,0.0,0,0,51,0,0,47
1670261175.527,8.7,9.0,0.0,0,0,51,0,0,47
1670261179.880,8.7,9.0,0.0,0,0,51,0,0,46
1670261180.538,8.6,9.0,0.0,0,0,51,0,0,46
1670261184.890,8.6,9.0,0.0,0,0,50,0,0,46
1670261185.545,8.6,9.0,0.0,0,0,50,0,0,46
1670261189.897,8.6,9.0,0.0,0,0,50,0,0,45
